ensembl_transcript_id	external_gene_name
ENST00000795224	
ENST00000795225	
ENST00000795226	
ENST00000795227	
ENST00000598710	NRP2-AS1
ENST00000628086	NRP2-AS1
ENST00000628604	NRP2-AS1
ENST00000626426	NRP2-AS1
ENST00000596616	NRP2-AS1
ENST00000625831	NRP2-AS1
ENST00000626881	NRP2-AS1
ENST00000423425	NRP2-AS1
ENST00000628650	NRP2-AS1
ENST00000629410	NRP2-AS1
ENST00000626140	NRP2-AS1
ENST00000627646	NRP2-AS1
ENST00000629854	NRP2-AS1
ENST00000625830	NRP2-AS1
ENST00000626337	NRP2-AS1
ENST00000365005	RN7SKP178
ENST00000458609	PPIAP68
ENST00000422116	
ENST00000516676	Vault
ENST00000384656	Y_RNA
ENST00000434035	RPL27P8
ENST00000506599	P3R3URF
ENST00000371980	LURAP1
ENST00000406610	PARD3B
ENST00000415947	PARD3B
ENST00000471958	PARD3B
ENST00000349953	PARD3B
ENST00000351153	PARD3B
ENST00000358768	PARD3B
ENST00000489565	PARD3B
ENST00000465890	PARD3B
ENST00000494482	PARD3B
ENST00000488622	PARD3B
ENST00000648634	
ENST00000568280	
ENST00000661174	RAD54L
ENST00000668390	RAD54L
ENST00000463715	RAD54L
ENST00000442598	RAD54L
ENST00000493985	RAD54L
ENST00000671528	RAD54L
ENST00000669994	RAD54L
ENST00000371975	RAD54L
ENST00000469835	RAD54L
ENST00000655446	RAD54L
ENST00000657122	RAD54L
ENST00000493032	RAD54L
ENST00000487700	RAD54L
ENST00000668565	RAD54L
ENST00000472889	RAD54L
ENST00000473251	RAD54L
ENST00000476687	RAD54L
ENST00000664182	RAD54L
ENST00000661701	RAD54L
ENST00000488942	RAD54L
ENST00000459678	RAD54L
ENST00000795261	
ENST00000596946	ARHGEF18-AS1
ENST00000795305	ARHGEF18-AS1
ENST00000795306	ARHGEF18-AS1
ENST00000795307	ARHGEF18-AS1
ENST00000795308	ARHGEF18-AS1
ENST00000795309	ARHGEF18-AS1
ENST00000795310	ARHGEF18-AS1
ENST00000641542	
ENST00000575148	APOC1P1
ENST00000507983	APOC1P1
ENST00000589081	APOC1P1
ENST00000574565	APOC1P1
ENST00000692926	APOC1P1
ENST00000701959	APOC1P1
ENST00000795568	APOC1P1
ENST00000795569	APOC1P1
ENST00000795570	APOC1P1
ENST00000795571	APOC1P1
ENST00000795572	APOC1P1
ENST00000795573	APOC1P1
ENST00000795574	APOC1P1
ENST00000795575	APOC1P1
ENST00000644772	ABCC8
ENST00000643562	ABCC8
ENST00000531642	ABCC8
ENST00000528374	ABCC8
ENST00000302539	ABCC8
ENST00000389817	ABCC8
ENST00000683693	ABCC8
ENST00000646592	ABCC8
ENST00000646993	ABCC8
ENST00000526037	ABCC8
ENST00000532220	ABCC8
ENST00000529967	ABCC8
ENST00000682185	ABCC8
ENST00000682051	ABCC8
ENST00000682673	ABCC8
ENST00000684371	ABCC8
ENST00000684571	ABCC8
ENST00000684555	ABCC8
ENST00000524561	ABCC8
ENST00000642611	ABCC8
ENST00000644484	ABCC8
ENST00000682110	ABCC8
ENST00000682140	ABCC8
ENST00000682204	ABCC8
ENST00000682215	ABCC8
ENST00000682288	ABCC8
ENST00000682528	ABCC8
ENST00000682805	ABCC8
ENST00000682965	ABCC8
ENST00000683153	ABCC8
ENST00000683365	ABCC8
ENST00000684010	ABCC8
ENST00000684157	ABCC8
ENST00000684332	ABCC8
ENST00000684404	ABCC8
ENST00000684442	ABCC8
ENST00000684711	ABCC8
ENST00000684288	ABCC8
ENST00000684593	ABCC8
ENST00000683456	ABCC8
ENST00000683136	ABCC8
ENST00000684313	ABCC8
ENST00000682442	ABCC8
ENST00000684253	ABCC8
ENST00000642579	ABCC8
ENST00000646902	ABCC8
ENST00000642271	ABCC8
ENST00000647086	ABCC8
ENST00000643260	ABCC8
ENST00000683725	ABCC8
ENST00000646003	ABCC8
ENST00000647015	ABCC8
ENST00000683562	ABCC8
ENST00000644757	ABCC8
ENST00000644675	ABCC8
ENST00000642902	ABCC8
ENST00000645760	ABCC8
ENST00000646207	ABCC8
ENST00000683093	ABCC8
ENST00000683377	ABCC8
ENST00000683522	ABCC8
ENST00000643925	ABCC8
ENST00000645884	ABCC8
ENST00000645076	ABCC8
ENST00000684014	ABCC8
ENST00000644057	ABCC8
ENST00000645004	ABCC8
ENST00000526168	ABCC8
ENST00000525022	ABCC8
ENST00000647158	ABCC8
ENST00000645417	ABCC8
ENST00000646276	ABCC8
ENST00000645744	ABCC8
ENST00000647013	ABCC8
ENST00000527905	ABCC8
ENST00000531891	ABCC8
ENST00000531137	ABCC8
ENST00000644447	ABCC8
ENST00000644542	ABCC8
ENST00000526921	ABCC8
ENST00000644472	ABCC8
ENST00000530147	ABCC8
ENST00000531911	ABCC8
ENST00000683253	ABCC8
ENST00000532728	ABCC8
ENST00000644649	ABCC8
ENST00000683531	ABCC8
ENST00000528202	ABCC8
ENST00000635881	ABCC8
ENST00000526002	ABCC8
ENST00000682199	ABCC8
ENST00000682863	ABCC8
ENST00000682053	ABCC8
ENST00000682091	ABCC8
ENST00000646737	ABCC8
ENST00000683808	ABCC8
ENST00000684221	ABCC8
ENST00000684614	ABCC8
ENST00000612903	ABCC8
ENST00000683066	ABCC8
ENST00000795999	
ENST00000586630	
ENST00000796022	
ENST00000796023	
ENST00000796230	
ENST00000666194	HPN-AS1
ENST00000653822	HPN-AS1
ENST00000668923	HPN-AS1
ENST00000392227	HPN-AS1
ENST00000702186	HPN-AS1
ENST00000796454	HPN-AS1
ENST00000796455	HPN-AS1
ENST00000796456	HPN-AS1
ENST00000796457	HPN-AS1
ENST00000796458	HPN-AS1
ENST00000796459	HPN-AS1
ENST00000796460	HPN-AS1
ENST00000796461	HPN-AS1
ENST00000796462	HPN-AS1
ENST00000796463	HPN-AS1
ENST00000796464	HPN-AS1
ENST00000796465	HPN-AS1
ENST00000796466	HPN-AS1
ENST00000796467	HPN-AS1
ENST00000796468	HPN-AS1
ENST00000796469	HPN-AS1
ENST00000796470	HPN-AS1
ENST00000796471	HPN-AS1
ENST00000796472	HPN-AS1
ENST00000796473	HPN-AS1
ENST00000796474	HPN-AS1
ENST00000796475	HPN-AS1
ENST00000796476	HPN-AS1
ENST00000796477	HPN-AS1
ENST00000796478	HPN-AS1
ENST00000796479	HPN-AS1
ENST00000796480	HPN-AS1
ENST00000342788	ERBB4
ENST00000436443	ERBB4
ENST00000260943	ERBB4
ENST00000484594	ERBB4
ENST00000463121	ERBB4
ENST00000484474	ERBB4
ENST00000435846	ERBB4
ENST00000459774	ERBB4
ENST00000382575	DEFB109C
ENST00000523992	FAM86B3P
ENST00000796540	
ENST00000796704	
ENST00000796772	
ENST00000618990	XKR5
ENST00000618742	XKR5
ENST00000587592	
ENST00000590698	
ENST00000592230	
ENST00000797439	
ENST00000662087	
ENST00000797533	
ENST00000797534	
ENST00000797535	
ENST00000595010	ZNF350-AS1
ENST00000600253	ZNF350-AS1
ENST00000692818	ZNF350-AS1
ENST00000658402	ZNF350-AS1
ENST00000661211	ZNF350-AS1
ENST00000797553	ZNF350-AS1
ENST00000797554	ZNF350-AS1
ENST00000797555	ZNF350-AS1
ENST00000797556	ZNF350-AS1
ENST00000797557	ZNF350-AS1
ENST00000797558	ZNF350-AS1
ENST00000797559	ZNF350-AS1
ENST00000797560	ZNF350-AS1
ENST00000297439	DEFB1
ENST00000514593	RPL23AP96
ENST00000297436	DEFA6
ENST00000797893	
ENST00000797894	
ENST00000692499	
ENST00000643255	
ENST00000476049	
ENST00000798852	
ENST00000587004	ZSCAN5A-AS1
ENST00000587620	ZSCAN5A-AS1
ENST00000651636	ZSCAN5A-AS1
ENST00000587448	ZSCAN5A-AS1
ENST00000799011	ZSCAN5A-AS1
ENST00000297435	DEFA4
ENST00000332142	KCNH7
ENST00000328032	KCNH7
ENST00000477019	KCNH7
ENST00000619697	
ENST00000577684	LINC02076
ENST00000838298	LINC02076
ENST00000838299	LINC02076
ENST00000838300	LINC02076
ENST00000838301	LINC02076
ENST00000838302	LINC02076
ENST00000838303	LINC02076
ENST00000838304	LINC02076
ENST00000838305	LINC02076
ENST00000838306	LINC02076
ENST00000433042	DEFA9P
ENST00000668031	
ENST00000799042	
ENST00000799043	
ENST00000799044	
ENST00000455014	DEFA10P
ENST00000371984	POMGNT1
ENST00000690678	POMGNT1
ENST00000371992	POMGNT1
ENST00000475642	POMGNT1
ENST00000396420	POMGNT1
ENST00000686737	POMGNT1
ENST00000685444	POMGNT1
ENST00000685230	POMGNT1
ENST00000684817	POMGNT1
ENST00000692202	POMGNT1
ENST00000688608	POMGNT1
ENST00000689756	POMGNT1
ENST00000691209	POMGNT1
ENST00000686379	POMGNT1
ENST00000692369	POMGNT1
ENST00000685275	POMGNT1
ENST00000497439	POMGNT1
ENST00000686252	POMGNT1
ENST00000687683	POMGNT1
ENST00000692599	POMGNT1
ENST00000690377	POMGNT1
ENST00000687112	POMGNT1
ENST00000688596	POMGNT1
ENST00000693223	POMGNT1
ENST00000692322	POMGNT1
ENST00000687613	POMGNT1
ENST00000686724	POMGNT1
ENST00000687235	POMGNT1
ENST00000688032	POMGNT1
ENST00000691243	POMGNT1
ENST00000692635	POMGNT1
ENST00000693168	POMGNT1
ENST00000687149	POMGNT1
ENST00000693218	POMGNT1
ENST00000685704	POMGNT1
ENST00000685833	POMGNT1
ENST00000691185	POMGNT1
ENST00000689031	POMGNT1
ENST00000684898	POMGNT1
ENST00000687197	POMGNT1
ENST00000480972	POMGNT1
ENST00000485714	POMGNT1
ENST00000689717	POMGNT1
ENST00000685775	POMGNT1
ENST00000688919	POMGNT1
ENST00000692169	POMGNT1
ENST00000693365	POMGNT1
ENST00000477114	POMGNT1
ENST00000463030	POMGNT1
ENST00000489985	POMGNT1
ENST00000799109	
ENST00000717565	
ENST00000445433	
ENST00000838157	
ENST00000579679	
ENST00000444070	
ENST00000838158	
ENST00000838159	
ENST00000838160	
ENST00000838161	
ENST00000584833	
ENST00000581247	
ENST00000838162	
ENST00000838163	
ENST00000838164	
ENST00000838165	
ENST00000838166	
ENST00000838167	
ENST00000838168	
ENST00000583394	
ENST00000838169	
ENST00000838171	
ENST00000838170	
ENST00000838172	
ENST00000596643	PGLS-DT
ENST00000598141	PGLS-DT
ENST00000655024	PGLS-DT
ENST00000595116	PGLS-DT
ENST00000615939	PGLS-DT
ENST00000799627	PGLS-DT
ENST00000799628	PGLS-DT
ENST00000382692	DEFA1
ENST00000382656	DEFB109B
ENST00000400154	DEFB108C
ENST00000335510	DEFB105B
ENST00000378494	CAMKMT
ENST00000402247	CAMKMT
ENST00000407131	CAMKMT
ENST00000403853	CAMKMT
ENST00000454433	CAMKMT
ENST00000477623	CAMKMT
ENST00000428929	CAMKMT
ENST00000428993	CAMKMT
ENST00000477830	CAMKMT
ENST00000661911	
ENST00000799643	
ENST00000799644	
ENST00000799645	
ENST00000799646	
ENST00000799647	
ENST00000799787	
ENST00000799788	
ENST00000615670	PRAG1
ENST00000799844	
ENST00000799845	
ENST00000587218	LINC01864
ENST00000799878	LINC01864
ENST00000799879	LINC01864
ENST00000799975	
ENST00000326333	
ENST00000584769	
ENST00000742421	
ENST00000742422	
ENST00000581146	
ENST00000742423	
ENST00000742424	
ENST00000742425	
ENST00000800125	
ENST00000657139	LINC02949
ENST00000519814	LINC02949
ENST00000800867	
ENST00000596705	
ENST00000597444	
ENST00000702285	
ENST00000594557	
ENST00000599993	
ENST00000600469	
ENST00000656526	
ENST00000663704	
ENST00000593653	
ENST00000801763	
ENST00000801764	
ENST00000801765	
ENST00000801766	
ENST00000801767	
ENST00000801768	
ENST00000524008	
ENST00000582930	RN7SL178P
ENST00000519106	CLDN23
ENST00000276282	MFHAS1
ENST00000521881	MFHAS1
ENST00000520715	MFHAS1
ENST00000520091	MFHAS1
ENST00000623734	
ENST00000620900	
ENST00000742311	
ENST00000616963	
ENST00000622214	
ENST00000615706	
ENST00000581027	
ENST00000584962	
ENST00000581210	
ENST00000720101	
ENST00000720102	
ENST00000584135	
ENST00000720103	
ENST00000577750	
ENST00000720104	
ENST00000720105	
ENST00000611000	
ENST00000620790	
ENST00000621512	
ENST00000260653	SIX3
ENST00000363843	RNU6-682P
ENST00000303077	SIX2
ENST00000603391	
ENST00000384515	SNORA70
ENST00000685725	
ENST00000589653	
ENST00000443870	
ENST00000702218	
ENST00000592103	
ENST00000587248	
ENST00000586819	
ENST00000801851	
ENST00000801852	
ENST00000801853	
ENST00000801854	
ENST00000801855	
ENST00000801856	
ENST00000801857	
ENST00000801858	
ENST00000801859	
ENST00000801860	
ENST00000801861	
ENST00000801862	
ENST00000801863	
ENST00000801864	
ENST00000801865	
ENST00000801866	
ENST00000801867	
ENST00000801868	
ENST00000801869	
ENST00000801870	
ENST00000801871	
ENST00000801872	
ENST00000801873	
ENST00000801874	
ENST00000801875	
ENST00000722560	
ENST00000580052	
ENST00000674098	ERI1
ENST00000519292	ERI1
ENST00000521844	ERI1
ENST00000250263	ERI1
ENST00000520684	ERI1
ENST00000520332	ERI1
ENST00000518663	ERI1
ENST00000522612	ERI1
ENST00000522258	ERI1
ENST00000722703	
ENST00000722710	
ENST00000722709	
ENST00000722708	
ENST00000722707	
ENST00000722704	
ENST00000722705	
ENST00000639528	
ENST00000428675	PLCL1
ENST00000435320	PLCL1
ENST00000487695	PLCL1
ENST00000625084	PLCL1
ENST00000472193	PLCL1
ENST00000808425	
ENST00000808426	
ENST00000693397	TRIM16L
ENST00000449697	TRIM16L
ENST00000572555	TRIM16L
ENST00000786845	TRIM16L
ENST00000786847	TRIM16L
ENST00000786846	TRIM16L
ENST00000581904	TRIM16L
ENST00000786848	TRIM16L
ENST00000786852	TRIM16L
ENST00000786850	TRIM16L
ENST00000786849	TRIM16L
ENST00000449552	TRIM16L
ENST00000571708	TRIM16L
ENST00000578086	TRIM16L
ENST00000573443	TRIM16L
ENST00000641936	TRIM16L
ENST00000571542	TRIM16L
ENST00000786851	TRIM16L
ENST00000414850	TRIM16L
ENST00000424146	TRIM16L
ENST00000571733	TRIM16L
ENST00000577969	TRIM16L
ENST00000574042	TRIM16L
ENST00000448977	
ENST00000422899	
ENST00000310397	SNED1
ENST00000401884	SNED1
ENST00000405547	SNED1
ENST00000493358	SNED1
ENST00000401644	SNED1
ENST00000431690	SNED1
ENST00000420591	SNED1
ENST00000469006	SNED1
ENST00000483962	SNED1
ENST00000466618	SNED1
ENST00000491761	SNED1
ENST00000583549	MIR4660
ENST00000459426	RNU7-55P
ENST00000359385	Metazoa_SRP
ENST00000310455	PPP1R3B
ENST00000519699	PPP1R3B
ENST00000522241	
ENST00000384684	RNU6-1151P
ENST00000364945	RNU6-526P
ENST00000802016	
ENST00000802017	
ENST00000507315	
ENST00000802559	
ENST00000592640	WDR87BP
ENST00000433142	WDR87BP
ENST00000587395	WDR87BP
ENST00000592714	WDR87BP
ENST00000802564	WDR87BP
ENST00000802565	WDR87BP
ENST00000802566	WDR87BP
ENST00000802567	WDR87BP
ENST00000802568	WDR87BP
ENST00000310430	TNKS
ENST00000520408	TNKS
ENST00000522110	TNKS
ENST00000517770	TNKS
ENST00000518281	TNKS
ENST00000518027	TNKS
ENST00000521039	TNKS
ENST00000519392	TNKS
ENST00000517989	TNKS
ENST00000519930	TNKS
ENST00000518635	TNKS
ENST00000519191	TNKS
ENST00000800192	
ENST00000800191	
ENST00000800195	
ENST00000800194	
ENST00000800193	
ENST00000800196	
ENST00000800197	
ENST00000687962	
ENST00000802605	
ENST00000591908	
ENST00000802691	
ENST00000802692	
ENST00000802693	
ENST00000802714	
ENST00000425211	FAM106A
ENST00000412260	FAM106A
ENST00000762613	FAM106A
ENST00000581595	FAM106A
ENST00000414432	FAM106A
ENST00000421108	FAM106A
ENST00000762808	FAM106A
ENST00000577869	FAM106A
ENST00000420856	FAM106A
ENST00000578409	FAM106A
ENST00000608726	FAM106A
ENST00000608313	FAM106A
ENST00000608385	FAM106A
ENST00000609805	FAM106A
ENST00000610155	FAM106A
ENST00000608141	FAM106A
ENST00000608216	FAM106A
ENST00000609193	FAM106A
ENST00000610104	FAM106A
ENST00000609831	FAM106A
ENST00000609832	FAM106A
ENST00000608376	FAM106A
ENST00000609272	FAM106A
ENST00000609578	FAM106A
ENST00000392176	FAM106A
ENST00000446853	FAM106A
ENST00000618081	FAM106A
ENST00000609768	FAM106A
ENST00000782081	FAM106A
ENST00000782083	FAM106A
ENST00000782084	FAM106A
ENST00000782087	FAM106A
ENST00000782082	FAM106A
ENST00000609959	FAM106A
ENST00000782086	FAM106A
ENST00000782089	FAM106A
ENST00000782088	FAM106A
ENST00000782085	FAM106A
ENST00000782090	FAM106A
ENST00000808141	FAM106A
ENST00000808145	FAM106A
ENST00000808144	FAM106A
ENST00000808143	FAM106A
ENST00000808142	FAM106A
ENST00000808134	FAM106A
ENST00000808133	FAM106A
ENST00000808132	FAM106A
ENST00000808131	FAM106A
ENST00000808128	FAM106A
ENST00000808127	FAM106A
ENST00000808124	FAM106A
ENST00000808119	FAM106A
ENST00000808118	FAM106A
ENST00000808116	FAM106A
ENST00000808117	FAM106A
ENST00000621104	FAM106A
ENST00000687755	FAM106A
ENST00000808114	FAM106A
ENST00000808111	FAM106A
ENST00000808113	FAM106A
ENST00000808107	FAM106A
ENST00000808106	FAM106A
ENST00000684795	FAM106A
ENST00000689092	FAM106A
ENST00000808125	FAM106A
ENST00000808123	FAM106A
ENST00000808122	FAM106A
ENST00000808120	FAM106A
ENST00000808121	FAM106A
ENST00000702028	FAM106A
ENST00000701957	FAM106A
ENST00000808115	FAM106A
ENST00000702230	FAM106A
ENST00000701781	FAM106A
ENST00000808112	FAM106A
ENST00000689807	FAM106A
ENST00000808108	FAM106A
ENST00000808109	FAM106A
ENST00000808110	FAM106A
ENST00000613211	FAM106A
ENST00000808126	FAM106A
ENST00000455629	FAM106A
ENST00000445752	FAM106A
ENST00000808129	FAM106A
ENST00000808130	FAM106A
ENST00000808135	FAM106A
ENST00000808136	FAM106A
ENST00000808137	FAM106A
ENST00000808139	FAM106A
ENST00000808138	FAM106A
ENST00000808140	FAM106A
ENST00000450277	FAM106A
ENST00000808146	FAM106A
ENST00000808147	FAM106A
ENST00000808148	FAM106A
ENST00000700961	FAM106A
ENST00000455835	MYADM-AS1
ENST00000803893	MYADM-AS1
ENST00000803894	MYADM-AS1
ENST00000803895	MYADM-AS1
ENST00000803896	MYADM-AS1
ENST00000803897	MYADM-AS1
ENST00000803898	MYADM-AS1
ENST00000803899	MYADM-AS1
ENST00000803900	MYADM-AS1
ENST00000803901	MYADM-AS1
ENST00000803902	MYADM-AS1
ENST00000803903	MYADM-AS1
ENST00000803904	MYADM-AS1
ENST00000803905	MYADM-AS1
ENST00000803906	MYADM-AS1
ENST00000716172	VSTM2B-DT
ENST00000582581	VSTM2B-DT
ENST00000690107	VSTM2B-DT
ENST00000660387	VSTM2B-DT
ENST00000664318	VSTM2B-DT
ENST00000577849	VSTM2B-DT
ENST00000579268	VSTM2B-DT
ENST00000716173	VSTM2B-DT
ENST00000623523	VSTM2B-DT
ENST00000804084	VSTM2B-DT
ENST00000804085	VSTM2B-DT
ENST00000804086	VSTM2B-DT
ENST00000804087	VSTM2B-DT
ENST00000804088	VSTM2B-DT
ENST00000804089	VSTM2B-DT
ENST00000804090	VSTM2B-DT
ENST00000804091	VSTM2B-DT
ENST00000804092	VSTM2B-DT
ENST00000804093	VSTM2B-DT
ENST00000804094	VSTM2B-DT
ENST00000804095	VSTM2B-DT
ENST00000804096	VSTM2B-DT
ENST00000804097	VSTM2B-DT
ENST00000804098	VSTM2B-DT
ENST00000804099	VSTM2B-DT
ENST00000804100	VSTM2B-DT
ENST00000804101	VSTM2B-DT
ENST00000804102	VSTM2B-DT
ENST00000804103	VSTM2B-DT
ENST00000804104	VSTM2B-DT
ENST00000804105	VSTM2B-DT
ENST00000804106	VSTM2B-DT
ENST00000425183	
ENST00000464344	MTERF4
ENST00000496878	MTERF4
ENST00000241527	MTERF4
ENST00000614476	MTERF4
ENST00000488567	MTERF4
ENST00000455202	MTERF4
ENST00000480298	MTERF4
ENST00000476564	MTERF4
ENST00000449133	MTERF4
ENST00000495694	MTERF4
ENST00000479205	MTERF4
ENST00000493169	MTERF4
ENST00000414146	MTERF4
ENST00000401626	MTERF4
ENST00000391980	MTERF4
ENST00000406593	MTERF4
ENST00000439144	MTERF4
ENST00000424798	MTERF4
ENST00000460915	MTERF4
ENST00000407095	MTERF4
ENST00000475860	MTERF4
ENST00000434791	MTERF4
ENST00000413496	MYADM-AS2
ENST00000804128	MYADM-AS2
ENST00000657623	
ENST00000663300	
ENST00000804397	
ENST00000804398	
ENST00000804399	
ENST00000804456	
ENST00000804503	
ENST00000804504	
ENST00000804505	
ENST00000804506	
ENST00000804507	
ENST00000804508	
ENST00000804509	
ENST00000804510	
ENST00000804511	
ENST00000804512	
ENST00000804513	
ENST00000804515	
ENST00000804714	
ENST00000804715	
ENST00000804745	
ENST00000804746	
ENST00000234040	PASK
ENST00000544142	PASK
ENST00000472072	PASK
ENST00000405260	PASK
ENST00000358649	PASK
ENST00000489256	PASK
ENST00000475666	PASK
ENST00000403638	PASK
ENST00000493544	PASK
ENST00000459710	PASK
ENST00000437780	PASK
ENST00000433589	PASK
ENST00000415234	PASK
ENST00000485940	PASK
ENST00000629419	PASK
ENST00000452907	PASK
ENST00000587520	
ENST00000804761	
ENST00000804762	
ENST00000594564	
ENST00000692622	
ENST00000804915	
ENST00000804916	
ENST00000804917	
ENST00000804918	
ENST00000804919	
ENST00000804920	
ENST00000804921	
ENST00000804966	
ENST00000804967	
ENST00000804968	
ENST00000805040	
ENST00000520383	
ENST00000653468	ZNF426-DT
ENST00000702795	ZNF426-DT
ENST00000613560	ZNF426-DT
ENST00000619671	ZNF426-DT
ENST00000805118	ZNF426-DT
ENST00000384968	MIR597
ENST00000385275	MIR124-1
ENST00000317173	MSRA
ENST00000441698	MSRA
ENST00000518255	MSRA
ENST00000521209	MSRA
ENST00000522907	MSRA
ENST00000528246	MSRA
ENST00000523637	MSRA
ENST00000382490	MSRA
ENST00000521686	MSRA
ENST00000517594	MSRA
ENST00000591665	DNAAF3-AS1
ENST00000805275	DNAAF3-AS1
ENST00000805276	DNAAF3-AS1
ENST00000805277	DNAAF3-AS1
ENST00000805843	
ENST00000660899	LINC01595
ENST00000555406	LINC01595
ENST00000556021	LINC01595
ENST00000598450	ILVBL-AS1
ENST00000659607	
ENST00000806654	
ENST00000585647	
ENST00000807079	
ENST00000807080	
ENST00000398275	KANSL1-AS1
ENST00000686301	KANSL1-AS1
ENST00000572973	KANSL1-AS1
ENST00000572634	KANSL1-AS1
ENST00000689113	ZNF45-AS1
ENST00000687805	ZNF45-AS1
ENST00000690695	ZNF45-AS1
ENST00000586247	ZNF45-AS1
ENST00000701764	ZNF45-AS1
ENST00000807284	ZNF45-AS1
ENST00000807285	ZNF45-AS1
ENST00000807286	ZNF45-AS1
ENST00000807287	ZNF45-AS1
ENST00000807288	ZNF45-AS1
ENST00000807289	ZNF45-AS1
ENST00000807290	ZNF45-AS1
ENST00000807291	ZNF45-AS1
ENST00000807292	ZNF45-AS1
ENST00000807293	ZNF45-AS1
ENST00000807294	ZNF45-AS1
ENST00000807295	ZNF45-AS1
ENST00000807296	ZNF45-AS1
ENST00000807297	ZNF45-AS1
ENST00000807298	ZNF45-AS1
ENST00000807299	ZNF45-AS1
ENST00000807300	ZNF45-AS1
ENST00000807301	ZNF45-AS1
ENST00000807302	ZNF45-AS1
ENST00000809068	
ENST00000809069	
ENST00000809070	
ENST00000809003	
ENST00000809004	
ENST00000809300	
ENST00000570002	
ENST00000570618	ARL17B
ENST00000705759	ARL17B
ENST00000656849	ARL17B
ENST00000705760	ARL17B
ENST00000434041	ARL17B
ENST00000572991	ARL17B
ENST00000575698	ARL17B
ENST00000575960	ARL17B
ENST00000571246	ARL17B
ENST00000450673	ARL17B
ENST00000705717	ARL17B
ENST00000705761	ARL17B
ENST00000705718	ARL17B
ENST00000648351	
ENST00000513168	
ENST00000562242	
ENST00000807408	
ENST00000807661	
ENST00000807662	
ENST00000807663	
ENST00000807664	
ENST00000807665	
ENST00000807666	
ENST00000807667	
ENST00000807668	
ENST00000807669	
ENST00000807670	
ENST00000807671	
ENST00000807672	
ENST00000807673	
ENST00000807674	
ENST00000807675	
ENST00000807676	
ENST00000807677	
ENST00000807678	
ENST00000524047	LINC03022
ENST00000658549	LINC03022
ENST00000517732	LINC03022
ENST00000518098	LINC03022
ENST00000653879	LINC03022
ENST00000668412	LINC03022
ENST00000384399	RNU6-729P
ENST00000434368	
ENST00000523024	PRSS51
ENST00000521149	PRSS51
ENST00000647010	PRSS51
ENST00000636217	PRSS51
ENST00000637190	PRSS51
ENST00000647727	PRSS51
ENST00000572855	
ENST00000438799	PPP1R7
ENST00000402734	PPP1R7
ENST00000423280	PPP1R7
ENST00000407025	PPP1R7
ENST00000272983	PPP1R7
ENST00000404405	PPP1R7
ENST00000473017	PPP1R7
ENST00000439916	PPP1R7
ENST00000234038	PPP1R7
ENST00000406106	PPP1R7
ENST00000498170	PPP1R7
ENST00000493374	PPP1R7
ENST00000401987	PPP1R7
ENST00000427172	PPP1R7
ENST00000450367	PPP1R7
ENST00000467159	PPP1R7
ENST00000485630	PPP1R7
ENST00000491715	PPP1R7
ENST00000479821	PPP1R7
ENST00000415769	PPP1R7
ENST00000509943	TILAM
ENST00000832079	TILAM
ENST00000662496	TILAM
ENST00000832080	TILAM
ENST00000654981	TILAM
ENST00000832084	TILAM
ENST00000832081	TILAM
ENST00000832083	TILAM
ENST00000832082	TILAM
ENST00000832085	TILAM
ENST00000832086	TILAM
ENST00000832088	TILAM
ENST00000832089	TILAM
ENST00000661144	TILAM
ENST00000670608	TILAM
ENST00000655214	TILAM
ENST00000650459	TILAM
ENST00000832087	TILAM
ENST00000514468	TILAM
ENST00000832090	TILAM
ENST00000663981	TILAM
ENST00000666820	TILAM
ENST00000832096	TILAM
ENST00000657387	TILAM
ENST00000832091	TILAM
ENST00000832092	TILAM
ENST00000832093	TILAM
ENST00000832094	TILAM
ENST00000832095	TILAM
ENST00000367807	BLZF1
ENST00000329281	BLZF1
ENST00000420531	BLZF1
ENST00000367808	BLZF1
ENST00000426663	BLZF1
ENST00000716492	
ENST00000599645	
ENST00000716493	
ENST00000686393	
ENST00000700827	
ENST00000807863	
ENST00000807864	
ENST00000807865	
ENST00000807866	
ENST00000606115	
ENST00000328655	PRSS55
ENST00000522210	PRSS55
ENST00000518641	PRSS55
ENST00000807976	
ENST00000807977	
ENST00000807992	
ENST00000807993	
ENST00000807994	
ENST00000808233	
ENST00000808363	
ENST00000808364	
ENST00000808365	
ENST00000808366	
ENST00000808367	
ENST00000382483	RP1L1
ENST00000329335	RP1L1
ENST00000808427	
ENST00000808428	
ENST00000832356	
ENST00000832357	
ENST00000832358	
ENST00000832361	
ENST00000832360	
ENST00000832359	
ENST00000577175	
ENST00000832362	
ENST00000832364	
ENST00000832363	
ENST00000808452	
ENST00000808453	
ENST00000600329	ZNF649-AS1
ENST00000808742	ZNF649-AS1
ENST00000580651	MIR4286
ENST00000304519	C8orf74
ENST00000524025	C8orf74
ENST00000517414	C8orf74
ENST00000523723	C8orf74
ENST00000523289	C8orf74
ENST00000521818	C8orf74
ENST00000519925	C8orf74
ENST00000832527	
ENST00000832526	
ENST00000808821	
ENST00000740070	
ENST00000740071	
ENST00000809406	
ENST00000367805	CCDC181
ENST00000367806	CCDC181
ENST00000545005	CCDC181
ENST00000491570	CCDC181
ENST00000456107	CCDC181
ENST00000445428	CCDC181
ENST00000437857	CCDC181
ENST00000784388	TMEM92-AS1
ENST00000508851	TMEM92-AS1
ENST00000784389	TMEM92-AS1
